player,season,league,team,nation,pos,age,born,Playing Time MP,Playing Time Starts,Minutes de jeu,Playing Time 90s,G,A,Performance G+A,G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,xG,Expected npxG,xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocs_totaux,Blocks Sh,Blocks Pass,Interceptions,Tkl+Int,Degagements,Err,Standard Gls,Tirs,Tirs_Cadres,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Aerial Duels Won,Aerial Duels Lost,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Valeur marchande (euros),90s_calcul,G_per90,G-PK_per90,A_per90,Tirs_per90,Tirs_Cadres_per90,xG_per90,xAG_per90,Interceptions_per90,Blocs_totaux_per90,uefa_coeff,Aerial_Wins_Pct,Dribble_Succ_Pct,Finishing_ratio,OSI_raw,PMI_raw,DSI_raw,Off Index,Playmaking Index,Def Index
Aaron Malouda,2023,FRA-Ligue 1,Lille,FRA,FW,17.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,79.3,0,0,0,0,88.0,0,0,84.8,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000.0,0.0111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.498,0.0,0.0,0.0,8.498,246.39799999999997,8.498,0.16054210361735508,70.22984585956657,0.043524217334473266
Aaron Ramsdale,2020,ENG-Premier League,Sheffield Utd,ENG,GK,22.0,1998.0,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1,1,1,0,0,1,1,0,0,0,0,2,3,22.0,6,0,0,0,0.0,0.0,0,0,0,569,1153,49.3,22218,19232,71,73,97.3,176,179,98.3,318,889,0,0.1,-0.1,2,44,1,0,0,8,3,1274,1085,1261,12,2,2,1274,2,2,0,650,4462,2614,0,0,0,2,0,421,0,12000000.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026315096971132,0.0526301939422646,0.0,10.0,66.66666666666666,66.66666666666666,0.0,10.0,204.56666666666663,86.86666666666666,0.6447474040857643,57.906721957100316,6.89279104507121
Aaron Ramsdale,2021,ENG-Premier League,Sheffield Utd,ENG,GK,22.0,1998.0,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1,1,1,0,0,1,1,0,0,0,0,2,3,22.0,6,0,0,0,0.0,0.0,0,0,0,569,1153,49.3,22218,19232,71,73,97.3,176,179,98.3,318,889,0,0.1,-0.1,2,44,1,0,0,8,3,1274,1085,1261,12,2,2,1274,2,2,0,650,4462,2614,0,0,0,2,0,421,0,28000000.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026315096971132,0.0526301939422646,0.0,10.0,66.66666666666666,66.66666666666666,0.0,10.0,204.56666666666663,86.86666666666666,0.6447474040857643,57.906721957100316,6.89279104507121
Aaron Ramsdale,2022,ENG-Premier League,Arsenal,ENG,GK,24.0,1998.0,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1,1,1,0,0,1,1,0,0,0,0,0,1,20.0,6,0,0,0,0.0,0.0,0,0,0,761,1111,68.5,18974,13109,190,196,96.9,383,390,98.2,186,519,0,0.0,0.0,0,30,2,0,8,6,0,1196,872,1170,28,0,0,1196,1,1,0,722,3934,2459,0,1,0,0,0,630,0,40000000.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,85.71428571428571,50.0,0.0,10.0,261.2142857142857,101.71428571428571,0.6447474040857643,74.59458659533443,8.190443652155622
Aaron Ramsdale,2023,ENG-Premier League,Arsenal,ENG,GK,25.0,1998.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2,0,0,0,0.0,0.0,0,0,0,131,188,69.7,3303,2420,38,38,100.0,61,62,98.4,32,86,0,0.0,0.0,0,4,0,0,2,0,0,197,140,186,11,0,0,197,0,0,0,137,697,399,0,0,0,1,0,104,0,25000000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,219.10000000000002,10.3,0.6447474040857643,62.18810753846301,0.20101546158491698
Aaron Ramsey,2020,ITA-Serie A,Juventus,WAL,MF,29.0,1990.0,22,13,1089,12.1,2,4,6,2,0,0,2,0,4.2,4.2,3.3,7.5,38,72,96,0.17,0.33,0.5,0.17,0.5,0.35,0.27,0.62,0.35,0.62,12.1,22,14,8,13,1,8,25,17,13,2,11,7,29,8.0,2,2,24,11,1.98,0.91,0,0,0,622,728,85.4,9585,2443,328,365,89.9,217,241,90.0,48,65,4,2.0,0.7,31,57,21,5,72,8,13,858,18,115,423,323,62,858,13,10,3,492,2681,1181,38,25,13,30,9,698,96,14000000.0,12.1,0.1652755970580944,0.1652755970580944,0.3305511941161888,1.9833071646971323,0.9090157838195192,0.3470787538219982,0.2727047351458557,0.5784645897033304,1.0742913808776136,8.0,36.36363636363637,71.42857142857143,8.0,41.74,305.68051948051954,173.16363636363639,10.876888706926843,87.69392779516856,14.434975913339018
Aaron Ramsey,2021,ITA-Serie A,Juventus,WAL,MF,29.0,1990.0,22,13,1089,12.1,2,4,6,2,0,0,2,0,4.2,4.2,3.3,7.5,38,72,96,0.17,0.33,0.5,0.17,0.5,0.35,0.27,0.62,0.35,0.62,12.1,22,14,8,13,1,8,25,17,13,2,11,7,29,8.0,2,2,24,11,1.98,0.91,0,0,0,622,728,85.4,9585,2443,328,365,89.9,217,241,90.0,48,65,4,2.0,0.7,31,57,21,5,72,8,13,858,18,115,423,323,62,858,13,10,3,492,2681,1181,38,25,13,30,9,698,96,3000000.0,12.1,0.1652755970580944,0.1652755970580944,0.3305511941161888,1.9833071646971323,0.9090157838195192,0.3470787538219982,0.2727047351458557,0.5784645897033304,1.0742913808776136,8.0,36.36363636363637,71.42857142857143,8.0,41.74,305.68051948051954,173.16363636363639,10.876888706926843,87.69392779516856,14.434975913339018
Aaron Ramsey,2022,FRA-Ligue 1,Nice,WAL,MF,31.0,1990.0,27,18,1584,17.6,1,1,2,1,0,0,3,0,2.5,2.5,1.8,4.3,29,126,84,0.06,0.06,0.11,0.06,0.11,0.14,0.1,0.24,0.14,0.24,17.6,47,25,18,19,10,16,39,23,25,4,21,17,64,18.0,1,1,22,6,1.25,0.34,1,0,0,915,1088,84.1,16069,3809,398,431,92.3,382,444,86.0,100,159,1,2.0,-0.8,28,88,20,3,126,6,12,1279,43,208,723,361,50,1279,24,14,5,980,4866,1934,29,34,8,24,32,902,84,2500000.0,17.6,0.0568149536958127,0.0568149536958127,0.0568149536958127,1.24992898130788,0.3408897221748764,0.1420373842395318,0.1022669166524629,0.9658542128288164,1.4203738423953185,8.498,31.57894736842105,56.00000000000001,4.3478260869565215,28.747999999999998,293.1716842105263,313.87694736842104,6.688609569985718,84.00894061870594,26.733041636281957
Aaron Ramsey,2023,ENG-Premier League,Burnley,ENG,"MF,FW",20.0,2003.0,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,5.9,17,14,7,5,5,8,16,8,11,2,9,1,18,10.0,0,0,6,2,1.02,0.34,0,0,0,118,151,78.1,1856,224,71,84,84.5,37,46,80.4,9,10,0,0.5,-0.4,1,7,2,0,8,4,5,228,15,63,102,65,9,228,10,3,6,117,514,168,8,5,4,11,10,142,17,15000000.0,5.855555555555555,0.0,0.0,0.0,1.0244929708398944,0.3414976569466315,0.0512246485419947,0.0682995313893263,0.1707488284733157,1.8782371132064728,10.0,40.0,27.27272727272727,0.0,15.16,267.2090909090909,143.0,2.308195706627036,76.3606007598379,11.798733614766864
Aaron Seydel,2023,GER-Bundesliga,Darmstadt 98,GER,FW,27.0,1996.0,16,5,619,6.9,1,0,1,1,0,0,1,0,1.0,1.0,0.7,1.7,7,10,35,0.15,0.0,0.15,0.15,0.15,0.15,0.1,0.25,0.15,0.25,6.9,3,2,0,2,1,0,3,3,8,2,6,1,4,9.0,0,1,14,6,2.04,0.87,0,0,0,110,190,57.9,1535,254,66,99,66.7,33,65,50.8,4,6,0,0.6,-0.7,9,9,1,0,10,45,31,283,13,20,136,128,31,283,11,3,7,123,451,117,7,3,3,26,12,214,35,500000.0,6.877777777777778,0.1453746628115459,0.1453746628115459,0.0,2.035245279361644,0.8722479768692758,0.1453746628115459,0.1017622639680821,0.1453746628115459,1.1629973024923677,8.909,58.44155844155844,25.0,6.666666666666667,25.759,210.14146753246752,98.25055844155845,5.725034574579544,59.54900673089445,7.887720723228868
Aaron Wan-Bissaka,2020,ENG-Premier League,Manchester Utd,ENG,DF,22.0,1997.0,34,34,3060,34.0,2,4,6,2,0,0,3,0,0.9,0.9,2.3,3.2,89,145,176,0.06,0.12,0.18,0.06,0.18,0.03,0.07,0.09,0.03,0.09,34.0,88,54,53,29,6,32,45,13,65,17,48,62,150,84.0,2,2,7,4,0.21,0.12,0,0,0,1805,2147,84.1,24032,8316,1179,1281,92.0,516,618,83.5,43,90,4,2.1,1.7,31,93,32,13,145,38,37,2547,116,807,1085,677,32,2547,60,34,25,1294,7565,3797,89,65,5,34,21,1551,176,40000000.0,34.0,0.0588217993588423,0.0588217993588423,0.1176435987176847,0.2058762977559483,0.1176435987176847,0.026469809711479,0.0676450692626687,1.8234757801241144,1.9117084791623775,10.0,50.0,55.73770491803278,25.0,23.78,301.5950819672131,674.4,5.08705701823668,86.49039568991431,58.24204504356029
Aaron Wan-Bissaka,2021,ENG-Premier League,Manchester Utd,ENG,DF,22.0,1997.0,34,34,3060,34.0,2,4,6,2,0,0,3,0,0.9,0.9,2.3,3.2,89,145,176,0.06,0.12,0.18,0.06,0.18,0.03,0.07,0.09,0.03,0.09,34.0,88,54,53,29,6,32,45,13,65,17,48,62,150,84.0,2,2,7,4,0.21,0.12,0,0,0,1805,2147,84.1,24032,8316,1179,1281,92.0,516,618,83.5,43,90,4,2.1,1.7,31,93,32,13,145,38,37,2547,116,807,1085,677,32,2547,60,34,25,1294,7565,3797,89,65,5,34,21,1551,176,25000000.0,34.0,0.0588217993588423,0.0588217993588423,0.1176435987176847,0.2058762977559483,0.1176435987176847,0.026469809711479,0.0676450692626687,1.8234757801241144,1.9117084791623775,10.0,50.0,55.73770491803278,25.0,23.78,301.5950819672131,674.4,5.08705701823668,86.49039568991431,58.24204504356029
Aaron Wan-Bissaka,2022,ENG-Premier League,Manchester Utd,ENG,DF,24.0,1997.0,19,16,1435,15.9,0,0,0,0,0,0,2,0,1.2,1.2,1.0,2.2,41,55,64,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.14,0.07,0.14,15.9,40,25,20,17,3,23,25,2,24,8,16,22,62,41.0,0,0,10,2,0.63,0.13,0,0,0,706,840,84.0,9538,3292,448,483,92.8,194,240,80.8,28,44,0,0.9,-1.0,15,48,10,2,55,13,17,1026,75,346,400,286,44,1026,35,17,18,524,2614,1370,41,24,4,14,10,600,64,25000000.0,15.944444444444445,0.0,0.0,0.0,0.6271383676285112,0.1254276735257022,0.0752566041154213,0.0627138367628511,1.3797044087827244,1.5051320823084269,10.0,41.935483870967744,47.22222222222222,0.0,17.04,293.4695340501792,308.03548387096777,2.9142582664676544,84.09668442665786,26.22250925312021
Aaron Wan-Bissaka,2023,ENG-Premier League,Manchester Utd,ENG,DF,25.0,1997.0,22,20,1780,19.8,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,30,77,54,0.0,0.1,0.1,0.0,0.1,0.01,0.08,0.08,0.01,0.08,19.8,42,25,18,20,4,19,26,7,29,15,14,41,83,68.0,1,0,3,1,0.15,0.05,0,0,0,823,986,83.5,10824,3539,536,599,89.5,243,285,85.3,19,38,2,1.4,0.5,12,51,16,3,77,21,19,1225,85,424,538,278,24,1225,32,17,9,594,2909,1429,30,27,4,20,9,691,54,20000000.0,19.77777777777778,0.0,0.0,0.1011184827733429,0.1516777241600143,0.0505592413866714,0.0050559241386671,0.0758388620800071,2.0729288968535298,1.4662180002134722,10.0,51.21951219512195,51.515151515151516,0.0,12.52,297.4719142645972,376.01951219512193,1.4571291332338272,85.27574861985559,32.16417918093844
Aarón Escandell,2020,ESP-La Liga,Granada,ESP,GK,24.0,1995.0,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,0,0,1,1,0,0,0,0,0,1,6.0,0,0,0,0,0.0,0.0,0,0,0,78,159,49.1,3096,2637,7,7,100.0,28,29,96.6,43,122,0,0.0,0.0,0,11,0,0,0,1,0,176,133,174,2,0,0,176,0,0,0,79,522,309,0,0,0,0,0,49,0,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.819,50.0,0.0,0.0,8.819,171.119,63.419000000000004,0.2640240619731208,48.05334871419492,4.843511245901962
Aarón Escandell,2021,ESP-La Liga,Granada,ESP,GK,24.0,1995.0,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1,0,0,1,1,0,0,0,0,0,1,6.0,0,0,0,0,0.0,0.0,0,0,0,78,159,49.1,3096,2637,7,7,100.0,28,29,96.6,43,122,0,0.0,0.0,0,11,0,0,0,1,0,176,133,174,2,0,0,176,0,0,0,79,522,309,0,0,0,0,0,49,0,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.819,50.0,0.0,0.0,8.819,171.119,63.419000000000004,0.2640240619731208,48.05334871419492,4.843511245901962
Aarón Escandell,2023,ESP-La Liga,Las Palmas,ESP,GK,27.0,1995.0,2,1,153,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0.0,0.0,0,0,0,64,86,74.4,1579,1172,15,15,100.0,29,29,100.0,18,39,0,0.0,0.0,0,1,0,0,0,0,0,88,69,87,1,0,0,88,0,0,0,42,156,108,0,0,0,0,0,44,0,1000000.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.819,0.0,0.0,0.0,8.819,232.019,8.919,0.2640240619731208,65.99392545077663,0.08031878660719077
Aarón Martín,2020,ESP-La Liga,Celta Vigo,ESP,DF,23.0,1997.0,24,20,1802,20.0,0,3,3,0,0,0,1,0,0.2,0.2,1.1,1.3,37,51,104,0.0,0.18,0.18,0.0,0.18,0.02,0.14,0.16,0.02,0.16,20.0,37,22,17,17,3,12,37,25,16,4,12,15,52,19.5,0,0,6,1,0.63,0.06,0,0,0,795,1039,73.65,12186,3875,434,480,87.6,291,389,71.25,47,118,3,1.5,1.9,9,35,10,6,51,16,20,1207,59,358,550,310,18,1207,30,20,10,623,2795,1291,37,25,4,17,9,719,104,9000000.0,20.022222222222226,0.0,0.0,0.1498260353256496,0.2996520706512993,0.0499420117752165,0.0099884023550433,0.0549362129527382,0.7491301766282483,0.7990721884034648,8.819,43.24324324324324,64.51612903225806,0.0,12.059000000000001,270.04842458587626,264.01224324324323,1.308514856592059,77.19704220005347,22.374964889969814
Aarón Martín,2021,GER-Bundesliga,Mainz 05,ESP,"DF,FW",23.0,1997.0,5,3,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,9,18,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,2.9,3,2,2,1,0,2,4,2,1,0,1,2,5,2.0,0,0,1,0,0.34,0.0,0,0,0,120,173,69.4,2057,856,61,73,83.6,46,70,65.7,12,25,0,0.5,-0.3,3,6,3,3,9,1,1,192,7,46,89,57,2,192,5,3,2,106,534,170,5,1,1,3,2,116,18,5000000.0,2.911111111111111,0.0,0.0,0.0,0.343393490785608,0.0,0.0,0.1030180472356824,0.6867869815712161,0.343393490785608,8.909,33.33333333333333,50.0,0.0,9.109,247.109,60.44233333333333,0.3575124355655563,70.43929988353554,4.58335645286525
Aarón Martín,2022,GER-Bundesliga,Mainz 05,ESP,DF,25.0,1997.0,28,20,1847,20.5,5,3,8,5,0,1,3,0,2.2,1.4,2.8,4.2,25,86,61,0.24,0.15,0.39,0.24,0.39,0.11,0.14,0.24,0.07,0.2,20.5,42,27,25,11,6,21,40,19,22,1,21,15,57,31.0,0,5,18,7,0.88,0.34,8,0,1,761,1028,74.0,12672,5222,385,424,90.8,283,356,79.5,73,187,3,3.4,0.2,27,68,29,16,86,1,13,1192,47,303,523,380,14,1191,21,10,8,582,2815,1217,25,19,3,15,14,621,61,7000000.0,20.522222222222226,0.2436264610820263,0.2436264610820263,0.1461758766492157,0.8770552598952948,0.3410770455148368,0.1071956428760915,0.1364308182059347,0.7308793832460789,1.0719564287609158,8.909,6.666666666666667,45.45454545454545,26.31578947368421,37.999,252.59081818181818,260.67566666666664,9.670888687584423,72.05419281862417,22.08335468098983
Abakar Sylla,2023,FRA-Ligue 1,Strasbourg,CIV,DF,20.0,2002.0,22,19,1792,19.9,2,0,2,2,0,0,4,0,1.6,1.6,0.5,2.0,8,72,2,0.1,0.0,0.1,0.1,0.1,0.08,0.02,0.1,0.08,0.1,19.9,54,23,30,19,5,29,40,11,40,11,29,26,80,70.0,2,2,11,5,0.55,0.25,0,0,0,1111,1266,87.8,19769,6698,436,473,92.2,567,618,91.7,81,139,0,0.2,-0.5,5,52,4,0,72,32,21,1490,201,717,729,56,18,1490,13,9,4,1060,5999,3215,8,11,0,14,7,962,2,12000000.0,19.91111111111111,0.1004413840822726,0.1004413840822726,0.0,0.5524276124524996,0.2511034602056816,0.0803531072658181,0.0251103460205681,1.3057379930695443,2.008827681645453,8.498,59.25925925925925,64.28571428571429,16.666666666666664,25.717999999999996,315.39006349206346,422.75725925925923,5.711817252795784,90.55426965750551,36.2489660503022
Abass Issah,2020,GER-Bundesliga,Mainz 05,GHA,"DF,FW",21.0,1998.0,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,12,15,80.0,178,44,7,9,77.8,5,5,100.0,0,1,0,0.0,0.0,0,0,0,0,1,0,0,16,0,5,4,7,1,16,1,1,0,11,50,37,1,1,0,0,0,8,1,700000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.909,0.0,50.0,0.0,8.909,268.909,8.909,0.2930376951569801,76.86137825557957,0.07944480633943028
Abdallah Sima,2022,FRA-Ligue 1,Angers,SEN,FW,21.0,2001.0,34,19,1836,20.4,5,1,6,5,0,0,0,0,4.8,4.8,2.2,7.0,38,21,140,0.25,0.05,0.29,0.25,0.29,0.24,0.11,0.34,0.24,0.34,20.4,22,13,4,15,3,7,19,12,8,0,8,4,26,19.0,0,5,39,10,1.91,0.49,0,0,0,274,374,73.3,3603,688,142,182,78.0,84,116,72.4,8,17,1,1.3,-1.2,16,18,6,1,21,43,63,589,23,54,271,281,78,589,50,21,25,404,2855,915,38,25,17,60,31,424,140,6000000.0,20.4,0.2450860251948434,0.2450860251948434,0.0490172050389686,1.9116709965197785,0.4901720503896868,0.2352825841870496,0.1078378510857311,0.1960688201558747,0.3921376403117494,8.498,40.18691588785047,41.17647058823529,12.5,50.30799999999999,257.42466300164926,162.58491588785046,13.638986586030255,73.47819879436977,13.51041661793992
Abde Ezzalzouli,2022,ESP-La Liga,Osasuna,MAR,"FW,MF",20.0,2001.0,28,19,1504,16.7,4,2,6,4,0,0,4,2,2.7,2.7,1.9,4.6,93,44,136,0.24,0.12,0.36,0.24,0.36,0.16,0.11,0.27,0.16,0.27,16.7,29,19,13,12,4,13,23,10,20,0,20,4,33,6.0,0,4,40,16,2.39,0.96,2,0,0,365,549,66.5,5242,1286,222,268,82.8,107,164,65.2,24,51,2,3.8,0.1,12,13,24,9,44,3,17,813,4,73,287,473,66,813,117,59,42,555,4651,2531,93,60,45,64,38,606,136,15000000.0,16.711111111111112,0.2393473794786215,0.2393473794786215,0.1196736897393107,2.393473794786216,0.9573895179144865,0.1615594811480696,0.1136900052523452,0.2393473794786215,1.196736897393108,8.819,14.285714285714285,50.0,9.75609756097561,57.059000000000005,233.60471428571427,187.70471428571426,15.815331448521755,66.46106221309437,15.705837430925424
Abde Ezzalzouli,2023,ESP-La Liga,Betis,MAR,FW,21.0,2001.0,56,12,1866,20.8,2,0,2,2,0,2,2,0,6.4,4.800000000000001,0.8,5.6,128,52,202,0.2,0.0,0.2,0.2,0.2,1.1800000000000002,0.24,1.42,1.02,1.26,20.8,36,30,14,10,12,8,30,22,22,0,22,10,46,2.5,0,2,74,18,17.44,4.3,0,0,2,510,780,63.95,6132,1704,354,454,78.1,110,170,58.1,12,42,0,1.0,-0.8,12,22,22,4,52,48,50,1144,14,120,414,620,134,1142,108,46,50,682,6206,3460,128,74,78,66,66,840,202,36000000.0,20.73333333333333,0.0964583701750719,0.0964583701750719,0.0,3.5689596964776613,0.8681253315756474,0.3086667845602302,0.0385833480700287,0.4822918508753596,1.0610420719257911,8.819,48.484848484848484,42.201834862385326,2.666666666666667,67.79899999999999,232.09518849040867,265.5538484848485,19.27762500846231,66.01636987538451,22.509698146153735
Abdelhamid Sabiri,2022,ITA-Serie A,Sampdoria,MAR,"MF,FW",25.0,1996.0,18,12,1069,11.9,2,0,2,1,1,2,5,0,3.0,1.4,1.4,2.8,7,49,54,0.17,0.0,0.17,0.08,0.08,0.26,0.12,0.38,0.11,0.23,11.9,18,7,5,9,4,4,13,9,18,4,14,2,20,5.0,0,2,31,9,2.61,0.76,8,1,2,310,461,67.2,5531,1574,141,180,78.3,118,162,72.8,39,85,0,1.2,-1.4,14,44,12,0,49,30,29,618,15,64,304,257,31,616,39,14,17,363,1503,536,7,20,5,34,28,423,54,2500000.0,11.877777777777778,0.1683674901084099,0.0841837450542049,0.0,2.6096960966803544,0.7576537054878448,0.2525512351626149,0.1178572430758869,0.1683674901084099,1.5153074109756897,8.0,50.0,35.0,3.125,38.1,238.60000000000002,170.5,9.703448431490752,67.9326271831813,14.202179351108263
Abdellah Baallal,2023,FRA-Ligue 1,Clermont Foot,MAR,MF,18.0,2004.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,3,4,75.0,40,0,2,3,66.7,1,1,100.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,5,0,2,2,1,0,5,0,0,0,3,17,6,0,0,0,0,0,2,0,50000.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.00488997555012,8.498,50.0,0.0,0.0,8.498,248.498,60.498,0.16054210361735508,70.84848643669008,4.588221609689117
Abdellah Raihani,2023,ESP-La Liga,Atlético Madrid,MAR,FW,19.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,76.7,0,0,0,0,88.0,0,0,82.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,300000.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.819,0.0,0.0,0.0,8.819,238.919,8.819,0.2640240619731208,68.02660163275385,0.07157898392958571
Abdou Diallo,2020,FRA-Ligue 1,Paris S-G,SEN,DF,24.0,1996.0,22,17,1490,16.6,0,1,1,0,0,0,3,2,0.2,0.2,0.5,0.7,28,76,34,0.0,0.06,0.06,0.0,0.06,0.01,0.03,0.04,0.01,0.04,16.6,16,11,9,5,2,8,13,5,15,8,7,25,41,36.0,0,0,4,0,0.24,0.0,0,0,0,1099,1187,92.6,18311,7321,526,542,97.0,467,498,93.8,79,106,1,0.5,0.5,1,69,5,2,76,23,13,1324,100,497,718,117,9,1324,26,17,9,855,4192,2571,28,18,1,15,1,996,34,25000000.0,16.555555555555557,0.0,0.0,0.0603990362998208,0.2415961451992832,0.0,0.0120798072599641,0.0301995181499104,1.50997590749552,0.905985544497312,8.498,62.16216216216216,62.96296296296296,0.0,9.538,330.63183383383375,218.26016216216215,0.49581075374195277,95.04435422922776,18.376323282585442
Abdou Diallo,2021,FRA-Ligue 1,Paris S-G,SEN,DF,24.0,1996.0,22,17,1490,16.6,0,1,1,0,0,0,3,2,0.2,0.2,0.5,0.7,28,76,34,0.0,0.06,0.06,0.0,0.06,0.01,0.03,0.04,0.01,0.04,16.6,16,11,9,5,2,8,13,5,15,8,7,25,41,36.0,0,0,4,0,0.24,0.0,0,0,0,1099,1187,92.6,18311,7321,526,542,97.0,467,498,93.8,79,106,1,0.5,0.5,1,69,5,2,76,23,13,1324,100,497,718,117,9,1324,26,17,9,855,4192,2571,28,18,1,15,1,996,34,18000000.0,16.555555555555557,0.0,0.0,0.0603990362998208,0.2415961451992832,0.0,0.0120798072599641,0.0301995181499104,1.50997590749552,0.905985544497312,8.498,62.16216216216216,62.96296296296296,0.0,9.538,330.63183383383375,218.26016216216215,0.49581075374195277,95.04435422922776,18.376323282585442
