league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Aerial Duels,Aerial Duels,Aerial Duels,stat_type_misc
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
FRA-Ligue 1,2024,Le Havre,Samuel Grandsir,FRA,"MF,FW",28-240,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,standard,FRA,"MF,FW",28-240,1996,0.9,20,32,62.5,357,133,10,14,71.4,8,12,66.7,2,5,40.0,0,0.6,0.3,-0.6,3,8,2,1,6,passing,FRA,"MF,FW",28-240,1996,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"MF,FW",28-240,1996,0.9,42,0,4,22,16,0,42,2,0,0.0,2,100.0,24,182,102,5,0,0,0,1,23,5,possession,FRA,"MF,FW",28-240,1996,0.9,5,5,0,3,2,2,3,66.7,1,2,0,2,0,5,0,0,defense,FRA,"MF,FW",28-240,1996,0.9,0,0,0,2,0,0,5,0,5,0,0,0,9,0,1,0.0,misc
ITA-Serie A,2024,Bologna,Samuel Iling-Junior,ENG,"FW,MF",21-189,2003,7,0,118,1.3,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,5,7,27,0.76,0.0,0.76,0.76,0.76,0.11,0.09,0.19,0.11,0.19,standard,ENG,"FW,MF",21-189,2003,1.3,62,87,71.3,1038,245,30,35,85.7,25,34,73.5,5,12,41.7,0,0.1,0.2,-0.1,1,4,3,1,7,passing,ENG,"FW,MF",21-189,2003,1.3,1,4,1,25.0,3.05,0.76,0.25,1.0,19.0,0,0,0,0.1,0.1,0.03,0.9,0.9,shooting,ENG,"FW,MF",21-189,2003,1.3,110,0,7,31,73,6,110,7,3,42.9,4,57.1,64,367,190,5,4,1,3,1,79,27,possession,ENG,"FW,MF",21-189,2003,1.3,3,2,1,1,1,0,1,0.0,1,1,0,1,2,5,2,0,defense,ENG,"FW,MF",21-189,2003,1.3,0,0,0,2,1,0,9,2,2,0,0,0,8,0,3,0.0,misc
ITA-Serie A,2022,Juventus,Samuel Iling-Junior,ENG,"DF,FW",18,2003,12,1,318,3.5,1,1,2,1,0,0,1,0,0.7,0.7,0.2,1.0,11,18,36,0.28,0.28,0.57,0.28,0.57,0.21,0.07,0.28,0.21,0.28,standard,ENG,"DF,FW",18,2003,3.5,96,123,78.0,1332,516,58,68,85.3,32,40,80.0,2,8,25.0,1,0.2,0.4,0.8,5,10,7,2,18,passing,ENG,"DF,FW",18,2003,3.5,1,4,1,25.0,1.13,0.28,0.25,1.0,22.4,0,0,0,0.7,0.7,0.19,0.3,0.3,shooting,ENG,"DF,FW",18,2003,3.5,175,4,35,50,93,10,175,14,5,35.7,5,35.7,99,738,336,11,16,3,9,4,114,36,possession,ENG,"DF,FW",18,2003,3.5,7,2,3,1,3,4,9,44.4,5,5,1,4,2,9,6,0,defense,ENG,"DF,FW",18,2003,3.5,1,0,0,9,2,0,12,2,2,0,0,0,18,1,3,25.0,misc
ITA-Serie A,2023,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,24,4,810,9.0,1,2,3,1,0,0,1,0,0.7,0.7,1.3,2.0,29,25,64,0.11,0.22,0.33,0.11,0.33,0.08,0.14,0.23,0.08,0.23,standard,ENG,"DF,MF",19,2003,9.0,330,433,76.2,5264,1713,177,196,90.3,125,158,79.1,23,50,46.0,2,1.3,1.6,0.7,19,20,13,9,25,passing,ENG,"DF,MF",19,2003,9.0,1,9,4,44.4,1.0,0.44,0.11,0.25,15.5,0,0,0,0.7,0.7,0.08,0.3,0.3,shooting,ENG,"DF,MF",19,2003,9.0,562,26,125,220,220,23,562,22,7,31.8,14,63.6,307,1710,823,29,15,8,17,12,343,64,possession,ENG,"DF,MF",19,2003,9.0,23,13,9,11,3,11,18,61.1,7,17,5,12,6,29,19,0,defense,ENG,"DF,MF",19,2003,9.0,1,0,0,15,5,1,46,6,13,0,0,0,40,9,3,75.0,misc
FRA-Ligue 1,2020,Bordeaux,Samuel Kalu,NGA,"FW,MF",22,1997,20,14,964,10.7,4,1,5,4,0,0,3,0,1.8,1.8,0.6,2.4,34,26,80,0.37,0.09,0.47,0.37,0.47,0.16,0.06,0.22,0.16,0.22,standard,NGA,"FW,MF",22,1997,10.7,216,301,71.8,3261,659,130,156,83.3,63,84,75.0,18,35,51.4,1,0.6,0.5,0.4,10,17,6,1,26,passing,NGA,"FW,MF",22,1997,10.7,4,25,8,32.0,2.33,0.75,0.16,0.5,17.4,1,0,0,1.8,1.8,0.07,2.2,2.2,shooting,NGA,"FW,MF",22,1997,10.7,497,3,61,216,230,43,497,76,36,47.4,40,52.6,330,2521,969,34,19,16,49,26,370,80,possession,NGA,"FW,MF",22,1997,10.7,21,12,11,8,2,4,13,30.8,9,14,0,14,9,30,2,0,defense,NGA,"FW,MF",22,1997,10.7,3,0,0,16,36,5,28,9,12,0,0,0,61,14,12,53.8,misc
FRA-Ligue 1,2021,Bordeaux,Samuel Kalu,NGA,"FW,MF",22,1997,20,14,964,10.7,4,1,5,4,0,0,3,0,1.8,1.8,0.6,2.4,34,26,80,0.37,0.09,0.47,0.37,0.47,0.16,0.06,0.22,0.16,0.22,standard,NGA,"FW,MF",22,1997,10.7,216,301,71.8,3261,659,130,156,83.3,63,84,75.0,18,35,51.4,1,0.6,0.5,0.4,10,17,6,1,26,passing,NGA,"FW,MF",22,1997,10.7,4,25,8,32.0,2.33,0.75,0.16,0.5,17.4,1,0,0,1.8,1.8,0.07,2.2,2.2,shooting,NGA,"FW,MF",22,1997,10.7,497,3,61,216,230,43,497,76,36,47.4,40,52.6,330,2521,969,34,19,16,49,26,370,80,possession,NGA,"FW,MF",22,1997,10.7,21,12,11,8,2,4,13,30.8,9,14,0,14,9,30,2,0,defense,NGA,"FW,MF",22,1997,10.7,3,0,0,16,36,5,28,9,12,0,0,0,61,14,12,53.8,misc
FRA-Ligue 1,2022,Reims,Samuel Koeberlé,FRA,MF,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,17,2004,0.0,5,6,83.3,43,25,4,4,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,17,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,17,2004,0.0,9,0,8,0,1,0,9,2,1,50.0,1,50.0,7,12,3,0,0,0,1,0,3,1,possession,FRA,MF,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,MF,17,2004,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,misc
ESP-La Liga,2023,Atlético Madrid,Samuel Lino,BRA,"DF,MF",23,1999,34,25,2080,23.1,4,5,9,4,0,0,1,0,5.6,5.6,4.7,10.3,131,84,215,0.17,0.22,0.39,0.17,0.39,0.24,0.21,0.45,0.24,0.45,standard,BRA,"DF,MF",23,1999,23.1,816,1015,80.4,11390,2608,516,582,88.7,230,279,82.4,39,66,59.1,5,4.7,3.5,0.3,34,36,38,3,84,passing,BRA,"DF,MF",23,1999,23.1,4,54,21,38.9,2.34,0.91,0.07,0.19,16.6,0,0,0,5.6,5.6,0.1,-1.6,-1.6,shooting,BRA,"DF,MF",23,1999,23.1,1317,43,282,509,557,107,1317,75,40,53.3,28,37.3,872,6156,3739,131,81,44,42,35,958,215,possession,BRA,"DF,MF",23,1999,23.1,61,34,32,17,12,35,70,50.0,35,37,1,36,14,75,27,0,defense,BRA,"DF,MF",23,1999,23.1,1,0,0,26,56,9,41,14,34,1,0,0,144,9,17,34.6,misc
ESP-La Liga,2024,Atlético Madrid,Samuel Lino,BRA,"MF,DF",25-109,1999,25,18,1251,13.9,3,2,5,3,0,0,3,0,5.5,5.5,2.2,7.7,53,60,140,0.22,0.14,0.36,0.22,0.36,0.4,0.16,0.56,0.4,0.56,standard,BRA,"MF,DF",25-109,1999,13.9,525,666,78.8,8134,1915,296,336,88.1,170,209,81.3,41,60,68.3,2,2.2,1.3,-0.2,15,36,19,4,60,passing,BRA,"MF,DF",25-109,1999,13.9,3,35,12,34.3,2.52,0.86,0.09,0.25,15.4,0,0,0,5.5,5.5,0.16,-2.5,-2.5,shooting,BRA,"MF,DF",25-109,1999,13.9,836,17,170,349,327,56,836,37,17,45.9,18,48.6,535,3101,1759,53,38,20,26,15,617,140,possession,BRA,"MF,DF",25-109,1999,13.9,23,12,18,4,1,17,43,39.5,26,18,3,15,7,30,12,0,defense,BRA,"MF,DF",25-109,1999,13.9,3,0,0,12,26,2,30,7,12,1,0,0,72,11,11,50.0,misc
ESP-La Liga,2022,Valencia,Samuel Lino,BRA,"FW,MF",22,1999,38,33,2887,32.1,6,1,7,6,0,0,4,0,7.8,7.7,2.1,9.8,144,93,260,0.19,0.03,0.22,0.19,0.22,0.24,0.07,0.31,0.24,0.31,standard,BRA,"FW,MF",22,1999,32.1,878,1163,75.5,12024,2590,538,613,87.8,256,342,74.9,36,77,46.8,1,2.1,3.7,-1.1,27,46,30,7,93,passing,BRA,"FW,MF",22,1999,32.1,6,96,33,34.4,2.99,1.03,0.06,0.18,17.9,0,0,0,7.8,7.7,0.08,-1.8,-1.7,shooting,BRA,"FW,MF",22,1999,32.1,1611,15,178,582,881,162,1611,121,53,43.8,50,41.3,1073,7128,4026,144,100,60,85,57,1165,260,possession,BRA,"FW,MF",22,1999,32.1,66,43,17,37,12,26,72,36.1,46,34,0,34,18,84,16,0,defense,BRA,"FW,MF",22,1999,32.1,4,0,0,35,60,15,82,18,43,2,0,0,170,17,41,29.3,misc
ITA-Serie A,2024,Juventus,Samuel Mbangula,BEL,FW,21-085,2004,21,7,704,7.8,3,3,6,3,0,0,1,0,0.5,0.5,1.4,1.8,25,17,44,0.38,0.38,0.77,0.38,0.77,0.06,0.18,0.24,0.06,0.24,standard,BEL,FW,21-085,2004,7.8,229,268,85.4,3005,589,151,168,89.9,62,75,82.7,7,10,70.0,3,1.4,0.8,1.6,15,15,10,4,17,passing,BEL,FW,21-085,2004,7.8,3,8,5,62.5,1.02,0.64,0.38,0.6,19.6,0,0,0,0.5,0.5,0.06,2.5,2.5,shooting,BEL,FW,21-085,2004,7.8,346,5,45,147,157,19,346,27,9,33.3,13,48.1,228,1360,711,25,11,7,13,10,268,44,possession,BEL,FW,21-085,2004,7.8,15,10,7,6,2,7,13,53.8,6,7,0,7,3,18,3,0,defense,BEL,FW,21-085,2004,7.8,1,0,0,6,14,0,17,3,10,1,0,0,33,2,7,22.2,misc
FRA-Ligue 1,2020,Nantes,Samuel Moutoussamy,COD,FW,23,1996,1,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,7,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard,COD,FW,23,1996,0.9,26,29,89.7,398,50,15,15,100.0,11,14,78.6,0,0,,0,0.0,0.0,0.0,0,4,0,0,3,passing,COD,FW,23,1996,0.9,0,2,0,0.0,2.2,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,COD,FW,23,1996,0.9,35,0,1,18,16,0,35,0,0,,0,,21,91,58,1,0,0,2,0,32,7,possession,COD,FW,23,1996,0.9,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,defense,COD,FW,23,1996,0.9,0,0,0,2,1,0,2,0,0,0,0,0,2,0,2,0.0,misc
FRA-Ligue 1,2021,Nantes,Samuel Moutoussamy,COD,FW,23,1996,1,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,7,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard,COD,FW,23,1996,0.9,26,29,89.7,398,50,15,15,100.0,11,14,78.6,0,0,,0,0.0,0.0,0.0,0,4,0,0,3,passing,COD,FW,23,1996,0.9,0,2,0,0.0,2.2,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,COD,FW,23,1996,0.9,35,0,1,18,16,0,35,0,0,,0,,21,91,58,1,0,0,2,0,32,7,possession,COD,FW,23,1996,0.9,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,defense,COD,FW,23,1996,0.9,0,0,0,2,1,0,2,0,0,0,0,0,2,0,2,0.0,misc
FRA-Ligue 1,2022,Nantes,Samuel Moutoussamy,COD,MF,25,1996,35,27,2399,26.7,0,2,2,0,0,0,8,0,1.7,1.7,1.0,2.7,41,156,45,0.0,0.08,0.08,0.0,0.08,0.07,0.04,0.1,0.07,0.1,standard,COD,MF,25,1996,26.7,1053,1226,85.9,17981,5126,457,509,89.8,456,506,90.1,94,130,72.3,2,1.0,1.6,1.0,18,124,13,1,156,passing,COD,MF,25,1996,26.7,0,22,5,22.7,0.83,0.19,0.0,0.0,16.8,0,0,0,1.7,1.7,0.08,-1.7,-1.7,shooting,COD,MF,25,1996,26.7,1459,43,275,950,254,33,1459,29,16,55.2,11,37.9,1079,5649,2735,41,29,4,24,19,967,45,possession,COD,MF,25,1996,26.7,64,34,27,28,9,26,76,34.2,50,23,2,21,24,88,15,0,defense,COD,MF,25,1996,26.7,8,0,0,33,15,0,9,24,34,0,0,0,167,21,45,31.8,misc
FRA-Ligue 1,2023,Nantes,Samuel Moutoussamy,COD,MF,26,1996,26,11,1107,12.3,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.3,20,59,33,0.08,0.0,0.08,0.08,0.08,0.14,0.05,0.19,0.14,0.19,standard,COD,MF,26,1996,12.3,417,498,83.7,6505,1983,219,245,89.4,158,187,84.5,22,36,61.1,0,0.6,1.1,-0.6,11,42,5,0,59,passing,COD,MF,26,1996,12.3,1,15,5,33.3,1.22,0.41,0.07,0.2,17.1,0,0,0,1.8,1.8,0.12,-0.8,-0.8,shooting,COD,MF,26,1996,12.3,634,20,144,361,134,21,634,12,5,41.7,6,50.0,446,2333,1197,20,17,2,19,9,393,33,possession,COD,MF,26,1996,12.3,38,20,14,17,7,17,37,45.9,20,16,3,13,11,49,13,0,defense,COD,MF,26,1996,12.3,2,0,0,21,13,1,2,11,20,1,1,0,74,8,16,33.3,misc
ITA-Serie A,2022,Sampdoria,Samuel Ntanda,BEL,MF,17,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,3.77,0.0,3.77,3.77,3.77,standard,BEL,MF,17,2005,0.0,1,1,100.0,5,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,BEL,MF,17,2005,0.0,0,1,1,100.0,22.5,22.5,0.0,0.0,15.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting,BEL,MF,17,2005,0.0,2,0,0,1,1,1,2,1,1,100.0,0,0.0,1,7,4,0,0,0,0,0,2,1,possession,BEL,MF,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,BEL,MF,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2022,Girona,Samuel Sáiz,ESP,MF,31,1991,8,1,240,2.7,2,0,2,0,2,2,1,0,1.7,0.1,0.2,0.4,5,17,18,0.75,0.0,0.75,0.0,0.0,0.62,0.09,0.72,0.04,0.13,standard,ESP,MF,31,1991,2.7,122,162,75.3,1903,476,71,82,86.6,36,46,78.3,10,15,66.7,0,0.2,0.3,-0.2,3,13,7,2,17,passing,ESP,MF,31,1991,2.7,2,2,1,50.0,0.75,0.37,0.0,0.0,26.2,0,2,2,1.7,0.1,0.05,0.3,-0.1,shooting,ESP,MF,31,1991,2.7,192,0,21,98,75,7,190,10,4,40.0,6,60.0,131,713,244,5,5,2,10,4,154,18,possession,ESP,MF,31,1991,2.7,2,2,0,2,0,1,2,50.0,1,3,0,3,0,2,1,1,defense,ESP,MF,31,1991,2.7,1,0,0,3,4,2,6,0,2,0,0,0,15,2,3,40.0,misc
ESP-La Liga,2020,Barcelona,Samuel Umtiti,FRA,DF,26,1993,13,6,645,7.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,24,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,standard,FRA,DF,26,1993,7.2,579,617,93.8,9647,3080,242,253,95.7,288,302,95.4,33,43,76.7,0,0.0,0.1,0.0,1,32,0,0,24,passing,FRA,DF,26,1993,7.2,0,2,1,50.0,0.28,0.14,0.0,0.0,9.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting,FRA,DF,26,1993,7.2,669,50,260,401,8,2,669,1,1,100.0,0,0.0,481,2220,1467,6,0,0,5,0,522,0,possession,FRA,DF,26,1993,7.2,5,1,3,2,0,1,2,50.0,1,11,6,5,9,14,15,0,defense,FRA,DF,26,1993,7.2,1,0,0,14,8,0,0,9,1,0,0,0,36,14,11,56.0,misc
ESP-La Liga,2021,Barcelona,Samuel Umtiti,FRA,DF,26,1993,13,6,645,7.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,24,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,standard,FRA,DF,26,1993,7.2,579,617,93.8,9647,3080,242,253,95.7,288,302,95.4,33,43,76.7,0,0.0,0.1,0.0,1,32,0,0,24,passing,FRA,DF,26,1993,7.2,0,2,1,50.0,0.28,0.14,0.0,0.0,9.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting,FRA,DF,26,1993,7.2,669,50,260,401,8,2,669,1,1,100.0,0,0.0,481,2220,1467,6,0,0,5,0,522,0,possession,FRA,DF,26,1993,7.2,5,1,3,2,0,1,2,50.0,1,11,6,5,9,14,15,0,defense,FRA,DF,26,1993,7.2,1,0,0,14,8,0,0,9,1,0,0,0,36,14,11,56.0,misc
ITA-Serie A,2022,Lecce,Samuel Umtiti,FRA,DF,28,1993,25,24,2113,23.5,0,0,0,0,0,0,8,0,0.8,0.8,0.1,0.9,12,56,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,standard,FRA,DF,28,1993,23.5,724,868,83.4,14243,4927,243,281,86.5,371,396,93.7,97,159,61.0,0,0.1,0.2,-0.1,3,47,5,1,56,passing,FRA,DF,28,1993,23.5,0,12,0,0.0,0.51,0.0,0.0,,16.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8,shooting,FRA,DF,28,1993,23.5,1107,123,538,543,37,10,1107,13,6,46.2,5,38.5,529,2483,1341,12,9,0,7,5,530,2,possession,FRA,DF,28,1993,23.5,52,34,25,25,2,18,26,69.2,8,26,14,12,26,78,79,0,defense,FRA,DF,28,1993,23.5,8,0,0,32,27,0,2,26,34,0,0,0,167,34,26,56.7,misc
FRA-Ligue 1,2023,Lille,Samuel Umtiti,FRA,DF,29,1993,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,29,1993,2.1,156,165,94.5,2948,750,49,52,94.2,89,92,96.7,14,17,82.4,0,0.0,0.0,0.0,0,5,0,0,8,passing,FRA,DF,29,1993,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,29,1993,2.1,178,13,79,99,0,0,178,1,0,0.0,1,100.0,154,674,310,0,0,0,0,0,144,0,possession,FRA,DF,29,1993,2.1,1,1,0,1,0,1,4,25.0,3,0,0,0,2,3,4,0,defense,FRA,DF,29,1993,2.1,0,0,0,3,1,0,0,2,1,0,0,0,9,1,1,50.0,misc
ITA-Serie A,2022,Monza,Samuele Birindelli,ITA,DF,23,1999,31,14,1400,15.6,0,1,1,0,0,0,8,0,1.1,1.1,2.2,3.3,55,43,121,0.0,0.06,0.06,0.0,0.06,0.07,0.14,0.21,0.07,0.21,standard,ITA,DF,23,1999,15.6,572,777,73.6,9832,2913,265,309,85.8,249,326,76.4,47,107,43.9,1,2.2,1.9,-1.2,18,27,19,13,43,passing,ITA,DF,23,1999,15.6,0,14,4,28.6,0.9,0.26,0.0,0.0,17.6,0,0,0,1.1,1.1,0.08,-1.1,-1.1,shooting,ITA,DF,23,1999,15.6,957,51,277,372,321,30,957,20,11,55.0,8,40.0,509,3234,1645,55,35,7,24,15,606,121,possession,ITA,DF,23,1999,15.6,35,19,21,10,4,18,29,62.1,11,28,8,20,16,51,30,0,defense,ITA,DF,23,1999,15.6,8,0,0,15,14,2,70,16,19,0,0,0,69,6,9,40.0,misc
ITA-Serie A,2023,Monza,Samuele Birindelli,ITA,DF,24,1999,35,22,2013,22.4,0,2,2,0,0,0,7,0,1.1,1.1,2.9,4.0,63,70,122,0.0,0.09,0.09,0.0,0.09,0.05,0.13,0.18,0.05,0.18,standard,ITA,DF,24,1999,22.4,902,1104,81.7,15543,4505,427,466,91.6,382,446,85.7,81,138,58.7,2,2.9,2.4,-0.9,24,59,25,14,70,passing,ITA,DF,24,1999,22.4,0,25,9,36.0,1.12,0.4,0.0,0.0,18.1,0,0,0,1.1,1.1,0.04,-1.1,-1.1,shooting,ITA,DF,24,1999,22.4,1320,63,412,557,364,43,1320,30,12,40.0,15,50.0,766,4352,2314,63,40,11,35,9,885,122,possession,ITA,DF,24,1999,22.4,28,19,16,7,5,14,25,56.0,11,30,11,19,18,46,48,0,defense,ITA,DF,24,1999,22.4,7,0,0,30,32,1,54,18,19,0,0,0,77,8,6,57.1,misc
ITA-Serie A,2024,Monza,Samuele Birindelli,ITA,"DF,MF",25-266,1999,14,11,881,9.8,2,0,2,2,0,0,2,0,1.0,1.0,1.1,2.1,24,25,57,0.2,0.0,0.2,0.2,0.2,0.1,0.11,0.21,0.1,0.21,standard,ITA,"DF,MF",25-266,1999,9.8,258,347,74.4,4217,1093,138,158,87.3,97,131,74.0,21,37,56.8,0,1.1,0.8,-1.1,11,16,13,7,25,passing,ITA,"DF,MF",25-266,1999,9.8,2,8,7,87.5,0.82,0.72,0.25,0.29,15.2,0,0,0,1.0,1.0,0.13,1.0,1.0,shooting,ITA,"DF,MF",25-266,1999,9.8,433,22,100,183,154,16,433,8,4,50.0,2,25.0,268,1570,764,24,17,5,19,9,269,57,possession,ITA,"DF,MF",25-266,1999,9.8,14,11,6,4,4,4,8,50.0,4,7,1,6,7,21,20,0,defense,ITA,"DF,MF",25-266,1999,9.8,2,0,0,13,12,2,43,7,11,0,0,0,33,5,10,33.3,misc
GER-Bundesliga,2023,Stuttgart,Samuele Di Benedetto,GER,MF,18,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,standard,GER,MF,18,2005,0.1,10,11,90.9,107,2,7,7,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,passing,GER,MF,18,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,MF,18,2005,0.1,13,0,3,8,2,1,13,1,0,0.0,0,0.0,9,32,28,0,0,0,0,1,13,1,possession,GER,MF,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,defense,GER,MF,18,2005,0.1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,,misc
ITA-Serie A,2023,Sassuolo,Samuele Mulattieri,ITA,"FW,MF",22,2000,27,1,462,5.1,0,0,0,0,0,0,1,0,1.6,1.6,0.3,1.9,8,1,38,0.0,0.0,0.0,0.0,0.0,0.31,0.05,0.37,0.31,0.37,standard,ITA,"FW,MF",22,2000,5.1,81,116,69.8,1042,85,49,67,73.1,26,31,83.9,1,5,20.0,0,0.3,0.5,-0.3,6,4,0,0,1,passing,ITA,"FW,MF",22,2000,5.1,0,13,5,38.5,2.53,0.97,0.0,0.0,11.5,0,0,0,1.6,1.6,0.12,-1.6,-1.6,shooting,ITA,"FW,MF",22,2000,5.1,188,4,11,102,77,21,188,16,4,25.0,8,50.0,101,552,240,8,8,7,20,13,130,38,possession,ITA,"FW,MF",22,2000,5.1,1,1,0,0,1,1,2,50.0,1,7,2,5,1,2,2,0,defense,ITA,"FW,MF",22,2000,5.1,1,0,0,7,5,0,0,1,1,1,0,0,21,23,35,39.7,misc
